Area_SqFt,Bedrooms,Bathrooms,Location,Year_Built,Parking,Floors,Amenities,Price
2187.0,2,2.0,Uptown,2008.0,No,4,Basic,65061068.91523986
4685.0,6,5.0,Rural,2008.0,Yes,4,Basic,106676931.95305265
5531.0,6,5.0,Uptown,1993.0,No,3,Standard,123946191.87194693
4932.0,6,5.0,Rural,2001.0,No,1,Luxury,111561741.1215012
689.0,3,3.0,Suburbs,2000.0,Yes,3,Basic,41981973.79048623
4247.0,2,2.0,Rural,1995.0,Yes,1,Luxury,88640963.63443267
3988.0,5,4.5,Waterfront,1956.0,No,1,Standard,107789572.46943039
3174.0,6,5.0,Rural,1957.0,Yes,2,Basic,78111601.25980935
4984.0,2,2.5,Uptown,2023.0,Yes,2,Standard,104687147.41929518
4049.0,1,1.0,Suburbs,1967.0,Yes,4,Luxury,86276238.3160859
6844.0,6,5.0,Suburbs,1998.0,Yes,1,Basic,134694564.40698278
2511.0,4,4.0,Rural,1977.0,Yes,3,Luxury,71794002.044318
3995.0,5,4.0,Suburbs,1950.0,Yes,3,Basic,89053513.51684913
5257.0,4,4.0,Suburbs,1993.0,Yes,4,Standard,114895704.85428241
2622.0,3,3.0,Downtown,1960.0,No,3,Standard,75821862.75310603
7978.0,5,4.5,Downtown,2019.0,Yes,3,Standard,176345299.31634164
726.0,5,5.0,Suburbs,1976.0,No,3,,50500273.47402193
2250.0,2,1.5,Suburbs,1975.0,Yes,1,Luxury,62820445.06332592
594.0,5,5.0,Uptown,1990.0,Yes,1,Standard,55701711.658144295
7066.0,1,1.0,Suburbs,1988.0,Yes,1,Basic,112768912.18886776
2327.0,2,2.5,Uptown,1967.0,Yes,3,Basic,62848525.1794087
3424.0,3,3.5,Downtown,1982.0,Yes,3,Basic,86221441.35095587
5764.0,2,1.0,Waterfront,1978.0,Yes,3,Luxury,148209707.3141965
988.0,5,5.0,Suburbs,1951.0,No,2,Luxury,57846814.90658136
5017.0,1,1.0,Downtown,2011.0,No,2,Basic,102454056.63373765
3366.0,6,5.0,Downtown,1953.0,Yes,4,Luxury,104065825.53787833
6768.0,4,4.0,Suburbs,1975.0,Yes,2,Standard,130161245.38440743
3420.0,2,2.0,Uptown,2011.0,No,3,Standard,83938609.52204773
6447.0,4,4.0,Suburbs,2001.0,No,2,Standard,126886904.52142414
3691.0,1,2.0,Rural,2021.0,No,4,Basic,75387406.27273484
5468.0,6,5.0,Downtown,1984.0,No,1,Standard,128503893.93271802
7656.0,1,1.0,Downtown,1965.0,No,4,Basic,143892550.00455534
6477.0,6,5.0,Suburbs,2023.0,No,3,Basic,134650476.37591103
7599.0,6,5.0,Rural,2023.0,Yes,3,Standard,147101666.9396741
5416.0,5,4.5,Waterfront,2001.0,Yes,2,Standard,141030002.02142736
1036.0,3,2.0,Suburbs,2008.0,Yes,3,Standard,50734795.900421694
3221.0,4,4.5,Downtown,1961.0,No,2,Standard,85502886.33939084
7892.0,5,5.0,Rural,1970.0,No,2,Standard,138671735.71176675
1087.0,1,1.0,Downtown,1982.0,Yes,4,Basic,42552051.031108946
3562.0,5,4.5,Suburbs,2017.0,Yes,2,Basic,91409567.16291173
3646.0,2,1.5,Suburbs,2013.0,Yes,3,Standard,83007212.58574994
673.0,2,2.5,Rural,2021.0,Yes,3,Standard,40627877.9224764
1941.0,1,1.0,Suburbs,1994.0,Yes,3,Standard,56800514.40706142
6765.0,5,5.0,Suburbs,,Yes,3,Standard,130851899.11213519
2468.0,3,3.0,Uptown,2001.0,Yes,3,Basic,72950243.08795014
4777.0,5,5.0,Suburbs,2020.0,Yes,1,Standard,110928414.23316114
7873.0,5,5.0,Rural,2013.0,Yes,3,Standard,147313896.05811948
2259.0,5,4.5,Rural,1976.0,Yes,4,Basic,67054471.56030682
3459.0,2,2.0,Downtown,1974.0,Yes,3,Standard,87328409.73327541
6772.0,4,4.0,Suburbs,2024.0,No,3,Luxury,140913708.36018163
924.0,1,1.0,Rural,1971.0,No,3,Standard,28220183.066269726
5715.0,1,1.0,Downtown,1991.0,No,3,Standard,117104628.05781558
3245.0,6,5.0,Uptown,2002.0,No,3,Luxury,100970831.36899638
6813.0,2,2.0,Downtown,1974.0,No,1,Standard,132767328.84530246
732.0,5,5.0,Waterfront,2010.0,No,1,Basic,69931290.9019808
5563.0,4,4.0,Waterfront,2009.0,Yes,1,Basic,134799563.6316957
4325.0,5,5.0,Suburbs,1950.0,Yes,3,Standard,100271956.67662235
6837.0,5,5.0,Suburbs,1961.0,No,2,Standard,129666034.6094857
4999.0,5,5.0,Suburbs,1973.0,Yes,3,Standard,111677967.59512939
2714.0,6,5.0,Downtown,1961.0,Yes,4,Standard,90075257.27755637
4076.0,5,4.5,Downtown,2017.0,Yes,2,Luxury,117248636.36840591
6831.0,5,5.0,Rural,1959.0,No,4,Standard,126318571.2390492
1863.0,6,5.0,Uptown,1971.0,Yes,4,Standard,75740487.76839511
1108.0,2,1.5,Uptown,1982.0,Yes,4,Luxury,55863242.555456616
4702.0,2,2.0,Suburbs,2002.0,Yes,2,Standard,95173759.2834083
1439.0,3,2.5,Rural,,No,3,Luxury,49308601.97495374
7601.0,2,1.5,Uptown,1970.0,Yes,2,Basic,127293086.79769501
5127.0,5,5.0,Waterfront,2024.0,Yes,2,Basic,136574393.21023655
5083.0,5,5.0,Suburbs,1991.0,Yes,4,Standard,116492330.21539307
5051.0,4,3.5,Suburbs,2000.0,Yes,3,Standard,108866164.14009279
3213.0,6,5.0,Suburbs,2001.0,No,3,Basic,89563704.18222654
1654.0,5,4.0,Rural,2000.0,No,2,Standard,59394630.67373897
3101.0,1,1.0,Downtown,1966.0,No,2,Standard,66423796.80266428
5083.0,5,5.0,Rural,1985.0,Yes,2,Standard,103140258.5059432
6917.0,5,4.5,Suburbs,2012.0,Yes,1,Standard,135164508.19000942
746.0,5,5.0,Downtown,1966.0,Yes,1,Basic,51330034.25020927
3729.0,1,1.0,Suburbs,1980.0,Yes,1,Standard,69378139.95868182
4824.0,3,3.0,Suburbs,1999.0,No,3,Standard,101067878.67767572
4597.0,1,1.0,Rural,2022.0,Yes,4,Standard,86090308.91859622
4743.0,1,2.0,Suburbs,1955.0,Yes,3,Basic,85688682.55142273
6039.0,5,4.5,Waterfront,1987.0,Yes,3,Standard,152029767.87864497
7419.0,1,1.0,Downtown,1983.0,Yes,3,Luxury,149764509.2134941
6906.0,2,3.0,Downtown,2021.0,No,4,Basic,142257755.0256271
7805.0,3,2.0,Suburbs,2011.0,Yes,1,Standard,135795607.1500489
4056.0,2,1.5,Downtown,1957.0,Yes,1,Luxury,89956747.23235646
7040.0,1,1.5,Uptown,2025.0,Yes,2,Standard,128971076.44222891
2021.0,3,3.0,Downtown,2023.0,No,2,Standard,69372236.93702927
1015.0,1,1.0,Rural,1970.0,Yes,1,Standard,30958094.963501908
4304.0,4,5.0,Suburbs,2009.0,Yes,1,Luxury,107119697.60648778
5775.0,4,5.0,Suburbs,1982.0,No,2,Luxury,124052972.95840615
7514.0,5,4.5,Downtown,1979.0,Yes,3,Standard,163547655.0927553
3976.0,4,4.5,Uptown,1964.0,No,2,Basic,91176789.3456043
7502.0,5,5.0,Waterfront,1987.0,Yes,2,Standard,174209005.35172865
7177.0,2,2.5,Rural,1984.0,Yes,1,Basic,113222098.58687374
7696.0,3,3.0,Suburbs,2001.0,No,1,Basic,134729533.29430944
1491.0,4,3.5,Downtown,1996.0,Yes,3,Standard,69871153.13618569
2628.0,3,4.0,Downtown,1963.0,Yes,2,Standard,76341539.73279276
7202.0,6,5.0,Downtown,1993.0,Yes,4,Standard,162750351.46925122
4330.0,5,5.0,Rural,1966.0,Yes,2,Standard,92797918.7626192
3885.0,3,3.5,Waterfront,1980.0,No,4,Basic,103454119.82315022
1095.0,3,3.0,Suburbs,1972.0,Yes,3,Basic,44600871.91244424
1321.0,3,3.0,Suburbs,2015.0,Yes,3,Luxury,63809703.73746787
3308.0,3,4.0,Downtown,1997.0,Yes,2,Standard,91899053.82024887
6854.0,2,2.5,Suburbs,2022.0,No,2,Basic,121783144.39630167
2334.0,5,4.0,Waterfront,2017.0,Yes,4,Basic,95213035.98105279
3678.0,5,5.0,Uptown,1976.0,Yes,4,Standard,101524353.16360158
1569.0,6,5.0,Rural,1993.0,Yes,4,Standard,64498774.70700872
5232.0,1,1.0,Downtown,1979.0,Yes,2,Basic,99109053.20269255
5820.0,2,2.0,Downtown,1961.0,Yes,2,Standard,117500504.83031505
3612.0,5,4.5,Downtown,2024.0,Yes,1,Standard,101042006.50350751
4663.0,4,3.0,Uptown,1988.0,Yes,3,Basic,99425345.49134769
2409.0,2,1.5,Uptown,1958.0,No,4,Standard,60976884.66030926
5299.0,1,1.5,Rural,1991.0,No,3,Luxury,97043258.54942828
5963.0,5,5.0,Uptown,1961.0,No,3,Basic,121234604.08105698
2990.0,6,5.0,Uptown,1960.0,Yes,2,Basic,84113039.67420912
6466.0,4,3.5,Waterfront,1988.0,Yes,2,Standard,149923885.7014267
3279.0,5,4.0,Suburbs,1998.0,Yes,1,Standard,83055951.15178785
6604.0,3,3.5,Downtown,1965.0,Yes,4,Basic,138991240.45421225
1382.0,3,2.5,Uptown,2011.0,Yes,1,Basic,51597033.90841265
1278.0,1,1.5,Downtown,2015.0,No,3,Basic,50997553.46981988
7114.0,4,5.0,Uptown,1997.0,Yes,2,Basic,140506831.50810626
4708.0,6,5.0,Downtown,1951.0,Yes,3,Standard,116449667.79405081
6519.0,5,5.0,Rural,2026.0,Yes,3,Luxury,138661307.49427068
4650.0,5,5.0,Suburbs,1951.0,Yes,3,Standard,102017623.5874313
7804.0,2,3.0,Uptown,2011.0,Yes,1,Luxury,150045469.78761408
5829.0,6,5.0,Uptown,1996.0,No,4,Standard,129382283.86051759
2302.0,2,1.0,Downtown,2012.0,Yes,4,Basic,68047207.38246001
2139.0,3,4.0,Suburbs,2022.0,No,1,Standard,66526181.75432321
7927.0,5,4.5,Suburbs,1955.0,Yes,3,Standard,144164178.1079741
4486.0,1,1.0,Suburbs,1961.0,Yes,3,Standard,81362634.25805959
6930.0,3,4.0,Suburbs,1962.0,No,2,Basic,120721555.59809312
4726.0,6,5.0,Uptown,1953.0,Yes,3,Standard,107555337.2153529
3759.0,2,2.5,Rural,1995.0,No,1,Basic,68155797.79062104
4339.0,6,5.0,Downtown,1968.0,No,3,Basic,104744461.77845404
22000.0,4,4.5,Suburbs,1980.0,Yes,3,Standard,6800000.0
5931.0,4,4.0,Suburbs,1996.0,No,2,Basic,115688724.48978253
4430.0,6,5.0,Downtown,1951.0,No,3,Basic,108680653.36024345
3234.0,2,2.0,Suburbs,1979.0,No,1,Standard,67961392.37634629
4470.0,5,5.0,Rural,1969.0,No,1,Luxury,100540755.2293052
7204.0,4,4.0,Uptown,2023.0,No,2,Standard,145527480.91240373
665.0,3,3.0,Uptown,2024.0,Yes,3,Standard,53391606.47883908
6242.0,1,1.0,Waterfront,1993.0,Yes,3,Basic,134601760.3534609
5929.0,2,1.5,Downtown,2010.0,Yes,2,Standard,122784210.64807212
3992.0,5,4.5,Suburbs,1996.0,Yes,4,Luxury,106059874.7368493
2985.0,6,5.0,Suburbs,2007.0,No,1,Basic,82134447.32684398
3091.0,1,1.0,Uptown,1981.0,Yes,2,Basic,68233053.0924362
6496.0,4,4.0,Downtown,1988.0,Yes,2,Basic,139604078.03329486
7784.0,2,2.0,Rural,1995.0,Yes,2,Basic,123209698.4522886
1865.0,1,1.0,Waterfront,1993.0,No,4,Basic,64591361.08918675
7541.0,2,3.0,Uptown,1968.0,No,4,Standard,134414251.76360872
1992.0,5,5.0,Downtown,2015.0,Yes,1,Basic,76775667.96609324
7448.0,3,3.0,Suburbs,1967.0,Yes,1,Standard,127016498.48100446
2216.0,6,5.0,Rural,1981.0,Yes,4,Standard,72201294.77792667
4154.0,3,2.5,Uptown,2012.0,Yes,1,Standard,94537717.15168872
3652.0,3,2.5,Suburbs,2024.0,Yes,3,Standard,87108871.36871737
6086.0,6,5.0,Uptown,1988.0,Yes,2,Standard,133872553.0950691
5124.0,1,1.0,Suburbs,1964.0,No,1,Basic,82891982.86627352
1418.0,3,4.0,Downtown,1974.0,Yes,2,Luxury,68148232.07392271
5202.0,5,5.0,Downtown,2011.0,No,3,Standard,128774272.45894346
1351.0,5,4.0,Downtown,2016.0,Yes,2,Luxury,76146003.98420179
2696.0,6,5.0,Rural,1972.0,Yes,4,Standard,76787190.06104016
841.0,5,4.5,Uptown,2005.0,Yes,4,Basic,62398810.451100774
2253.0,1,1.0,Suburbs,1954.0,Yes,2,Standard,50400158.115748435
2824.0,3,3.0,Suburbs,1968.0,Yes,3,Basic,68834354.97566646
5756.0,2,2.0,Suburbs,2004.0,Yes,4,Basic,110091187.35390723
5175.0,3,3.5,Downtown,1994.0,Yes,3,Standard,118442696.23066294
1904.0,1,1.0,Suburbs,1972.0,Yes,4,Luxury,57801093.41606799
3446.0,5,5.0,Rural,1986.0,No,2,Standard,85794815.22284703
5354.0,6,5.0,Suburbs,2006.0,No,1,Basic,112809371.03527534
4262.0,3,3.5,Suburbs,1951.0,No,2,Standard,86911302.30178878
2146.0,4,4.5,Rural,1985.0,Yes,3,Luxury,69145272.32698938
5359.0,3,2.5,Rural,2005.0,Yes,1,Standard,96194153.23214494
6082.0,6,5.0,Uptown,1983.0,Yes,2,Basic,126158891.8443088
1354.0,5,5.0,Rural,1986.0,No,3,Standard,55000714.14854833
5873.0,1,2.0,Waterfront,1965.0,Yes,4,Standard,130922401.40925132
4611.0,3,4.0,Downtown,1963.0,Yes,3,Standard,107238395.32852031
1993.0,5,5.0,Suburbs,1993.0,No,4,Standard,72751081.67849553
927.0,6,5.0,Rural,1978.0,Yes,3,Standard,52390747.73960217
3388.0,5,5.0,Uptown,1984.0,No,1,Standard,88087409.46330568
735.0,6,5.0,Suburbs,2000.0,Yes,3,Standard,58003949.81141404
3308.0,3,3.5,Suburbs,2003.0,Yes,3,Standard,88273533.26870786
840.0,3,3.5,Suburbs,2004.0,Yes,1,Standard,49174369.918243505
5780.0,6,5.0,Suburbs,1993.0,No,4,Basic,124237024.88810895
6390.0,6,5.0,Downtown,1996.0,No,2,Luxury,152113558.19971687
6596.0,2,2.0,Uptown,1955.0,No,1,Basic,110900775.82174641
4183.0,3,3.5,Downtown,1953.0,Yes,1,Standard,95879303.14642942
3419.0,1,1.0,Waterfront,2013.0,No,1,Standard,86661570.79913193
2933.0,4,4.0,Downtown,1983.0,Yes,2,Standard,84755371.1840698
917.0,6,5.0,Rural,2010.0,Yes,1,Luxury,58368204.275348306
7257.0,3,2.5,Uptown,1992.0,Yes,1,Standard,133486080.23119926
6387.0,3,2.5,Downtown,2001.0,Yes,3,Standard,134801526.07848093
5213.0,5,5.0,Downtown,1967.0,Yes,4,Basic,124982752.74397327
2952.0,2,2.0,Rural,1991.0,Yes,4,Standard,67656725.33717175
5152.0,5,5.0,Downtown,2015.0,Yes,4,Basic,128686224.66753098
3431.0,4,5.0,Downtown,2011.0,Yes,4,Luxury,107369644.97745144
4191.0,1,1.0,Rural,1985.0,Yes,3,Luxury,78844356.7537322
5295.0,5,5.0,Downtown,1985.0,Yes,3,Standard,129867404.72073881
4165.0,6,5.0,Uptown,1950.0,Yes,4,Basic,101834304.42616019
3528.0,3,3.0,Downtown,1999.0,Yes,3,Standard,90868038.96751797
4768.0,1,1.0,Downtown,1988.0,No,2,Basic,90615341.66259241
1513.0,6,5.0,Downtown,1967.0,Yes,1,Basic,69400979.19569701
6119.0,6,5.0,Downtown,1954.0,Yes,2,Basic,135742902.13214552
7424.0,6,5.0,Uptown,1981.0,Yes,3,Standard,150448616.16561484
7900.0,6,5.0,Downtown,1983.0,Yes,4,Basic,173520571.676558
5732.0,3,2.5,Suburbs,1962.0,Yes,4,Basic,106071408.56665345
5476.0,4,4.5,Suburbs,1991.0,Yes,1,Basic,107554013.5984146
909.0,2,1.5,Suburbs,2016.0,Yes,4,Standard,46122618.23803387
4919.0,1,1.0,Suburbs,1952.0,No,2,Standard,83460021.93986455
6757.0,5,5.0,Downtown,1984.0,Yes,2,Basic,149601864.65484715
5428.0,3,3.5,Rural,1956.0,Yes,3,Standard,99113841.60731176
7850.0,3,4.0,Uptown,1973.0,No,3,Basic,141491836.16669106
5683.0,4,3.5,Rural,2000.0,No,1,Basic,103319212.11760147
7868.0,2,1.5,Suburbs,1999.0,No,1,Standard,131347485.39593084
7677.0,2,1.0,Downtown,1962.0,Yes,1,Basic,144155311.43714672
1428.0,1,1.5,Rural,1978.0,Yes,3,Luxury,44957411.59123613
5943.0,3,3.5,Downtown,2010.0,No,2,Basic,127196185.70454004
350.0,4,3.0,Rural,1999.0,No,4,Basic,224000000.0
6767.0,3,2.5,Waterfront,2009.0,Yes,1,Standard,155261932.17696193
4521.0,2,2.0,Uptown,2019.0,No,4,Standard,99733614.74715656
5280.0,3,3.0,Suburbs,2008.0,Yes,4,Standard,110633556.26108108
4520.0,2,2.5,Suburbs,1979.0,Yes,3,Standard,93176187.68479691
7380.0,2,1.5,Rural,1963.0,No,4,Basic,114633431.07582664
2852.0,2,2.0,Uptown,1986.0,Yes,4,Basic,70624594.66002615
1417.0,1,1.0,Suburbs,1993.0,Yes,1,Luxury,52284605.51275003
2414.0,3,3.0,Suburbs,1968.0,Yes,2,Standard,61536361.82012763
7768.0,4,4.0,Uptown,1964.0,No,2,Basic,138240655.57627982
5675.0,1,1.0,Suburbs,2007.0,No,2,Basic,98270439.1885101
6386.0,2,1.0,Downtown,1991.0,Yes,3,Standard,128224779.95578931
7167.0,4,3.0,Downtown,2021.0,Yes,4,Basic,155395186.3040794
1020.0,1,1.0,Suburbs,1965.0,Yes,2,Standard,36096558.66370818
7501.0,2,2.0,Suburbs,1972.0,Yes,1,Basic,123629156.30838901
5173.0,4,5.0,Downtown,1965.0,Yes,3,Basic,119482604.4827061
7369.0,3,3.0,Rural,2018.0,Yes,1,Basic,126104626.42781554
6870.0,3,3.0,Suburbs,,No,1,Basic,124864724.02080832
2966.0,2,2.0,Downtown,1977.0,Yes,4,Basic,74368166.48986644
7746.0,6,5.0,Rural,2024.0,Yes,3,Standard,150045495.00061473
5678.0,1,1.0,Suburbs,1969.0,Yes,4,Luxury,107118187.25529426
2944.0,1,1.0,Suburbs,2001.0,Yes,4,Standard,67326299.03078987
3863.0,5,5.0,Downtown,1975.0,Yes,4,Luxury,111330379.07438351
2974.0,2,2.5,Waterfront,1982.0,Yes,4,Basic,89009440.98180827
5412.0,3,4.0,Uptown,2026.0,Yes,2,Standard,117870720.62653206
4533.0,5,5.0,Suburbs,1980.0,No,3,Standard,101906838.31720488
5951.0,4,4.5,Suburbs,2003.0,Yes,3,Standard,125103017.16136919
7562.0,6,5.0,Uptown,1973.0,No,4,Standard,149570910.02369
619.0,1,1.5,Uptown,1993.0,Yes,1,Standard,37222850.16575756
2060.0,2,2.5,Waterfront,2002.0,Yes,3,Standard,79937706.50939913
1960.0,4,4.0,Uptown,1965.0,Yes,4,Standard,69535319.8099147
7479.0,5,4.0,Uptown,1989.0,Yes,4,Standard,152873420.9954506
5197.0,5,5.0,Downtown,1998.0,Yes,3,Standard,128663578.4922661
1554.0,6,5.0,Rural,2015.0,No,1,Standard,63502657.13677797
974.0,2,2.5,Downtown,1955.0,Yes,4,Basic,44706861.56597823
4110.0,5,4.5,Rural,2003.0,Yes,4,Luxury,104690115.6952163
2353.0,3,2.5,Rural,2012.0,No,1,Basic,53422196.84332154
5080.0,5,4.0,Downtown,2018.0,Yes,3,Basic,122931851.88557842
7480.0,2,2.0,Downtown,2004.0,Yes,1,Luxury,159211385.78187844
7028.0,6,5.0,Suburbs,1981.0,Yes,3,Standard,140680057.42241475
2922.0,2,2.0,Rural,1971.0,Yes,2,Standard,61657986.69844779
5740.0,4,4.5,Suburbs,2004.0,No,1,Basic,110382881.51934299
741.0,6,5.0,Suburbs,2013.0,No,4,Basic,55974828.708034314
775.0,2,1.5,Suburbs,2017.0,Yes,2,Standard,44008001.76109403
784.0,3,3.5,Suburbs,1996.0,No,4,Standard,50614857.914533995
520.0,2,1.0,Suburbs,1986.0,Yes,3,Basic,32386989.24764073
1189.0,3,4.0,Suburbs,2006.0,Yes,1,Basic,51072600.86555097
6401.0,5,5.0,Downtown,1988.0,Yes,4,Basic,147401562.7655182
4765.0,5,5.0,Suburbs,1994.0,No,4,Standard,110605778.28398861
535.0,5,5.0,Uptown,2020.0,Yes,2,Basic,56800845.99987484
4944.0,1,1.5,Suburbs,2018.0,No,1,Standard,92494079.6326673
2896.0,5,5.0,Uptown,1974.0,Yes,1,Luxury,89684482.10502303
2049.0,3,3.0,Suburbs,2019.0,Yes,3,Standard,67168357.58592463
503.0,4,4.5,Suburbs,2001.0,No,4,Standard,50712833.15117266
1516.0,6,5.0,Rural,1986.0,Yes,3,Standard,64290524.89978861
6421.0,3,3.0,Rural,1969.0,Yes,1,Basic,106407674.28825161
3277.0,6,5.0,Downtown,1969.0,No,3,Standard,95271068.02450183
1666.0,3,2.5,Rural,1963.0,No,1,Standard,43225840.92558906
3844.0,2,1.5,Suburbs,1981.0,No,4,Luxury,85964854.89617987
6591.0,4,4.5,Downtown,1957.0,Yes,1,Basic,137299371.9272895
877.0,4,5.0,Waterfront,1966.0,No,2,Standard,70180356.80112463
5848.0,4,5.0,Suburbs,,Yes,3,Luxury,122942759.06723803
4388.0,6,5.0,Suburbs,1990.0,Yes,2,Standard,103757637.84976035
6542.0,2,2.5,Rural,1984.0,Yes,4,Standard,113327755.74880154
2485.0,6,5.0,Downtown,2005.0,Yes,1,Standard,88505618.84133801
4383.0,4,4.0,Downtown,2014.0,Yes,3,Luxury,118824719.68984015
7344.0,4,4.0,Uptown,2023.0,Yes,3,Standard,145727447.3252187
3038.0,5,5.0,Downtown,1987.0,No,4,Standard,94735791.01678029
6272.0,5,4.5,Rural,1968.0,Yes,3,Standard,119472912.21876082
4620.0,2,2.5,Uptown,1950.0,Yes,1,Basic,85061723.50801414
1394.0,1,1.0,Uptown,2018.0,No,3,Basic,48129312.43271179
2196.0,5,5.0,Uptown,1986.0,No,2,Luxury,81469444.38561286
2778.0,2,2.0,Downtown,2019.0,No,2,Standard,75684488.88899085
2294.0,3,3.0,Suburbs,2019.0,Yes,4,Basic,68672052.65975584
2762.0,6,5.0,Downtown,2015.0,Yes,1,Standard,92232289.12649722
4462.0,4,4.0,Downtown,1960.0,Yes,3,Basic,101638157.07180157
4291.0,4,5.0,Uptown,1955.0,Yes,2,Standard,100764766.75833516
3636.0,5,4.5,Waterfront,2021.0,Yes,3,Basic,109890211.5869774
7569.0,2,2.0,Uptown,2001.0,Yes,3,Standard,137067086.09537223
4144.0,3,3.5,Downtown,1994.0,Yes,4,Basic,101502453.78729236
5661.0,2,3.0,Suburbs,1963.0,Yes,3,Standard,106626972.10481378
7954.0,4,3.5,Downtown,1961.0,Yes,2,Basic,161342361.8945347
5968.0,4,4.0,Rural,2020.0,Yes,4,Standard,121700865.9464661
5136.0,4,5.0,Suburbs,2015.0,Yes,1,Basic,107569028.80454117
2216.0,5,5.0,Suburbs,1995.0,Yes,1,Basic,71118717.90530108
4757.0,5,4.5,Uptown,1955.0,Yes,4,Luxury,121194333.50425622
4219.0,1,1.0,Downtown,2010.0,Yes,4,Luxury,100664084.85372499
7531.0,4,3.5,Suburbs,1964.0,Yes,3,Basic,134451804.76707414
5835.0,2,2.0,Uptown,1963.0,Yes,1,Standard,104359735.98180936
3353.0,6,5.0,Uptown,2006.0,Yes,4,Standard,100210053.0374466
7030.0,6,5.0,Suburbs,2000.0,Yes,1,Standard,138283459.47009233
,1,1.0,Uptown,1958.0,No,4,Standard,73827896.24107116
1942.0,5,5.0,Uptown,1950.0,No,4,Standard,70743082.06244239
5801.0,5,5.0,Suburbs,1968.0,Yes,3,Luxury,129449696.9111624
6990.0,2,2.0,Rural,2005.0,Yes,2,Basic,115081943.05411613
5218.0,6,5.0,Suburbs,2023.0,No,4,Luxury,129854415.11438245
2040.0,6,5.0,Suburbs,2003.0,Yes,2,Luxury,86084821.07363848
6772.0,2,2.5,Suburbs,1984.0,Yes,3,Basic,121011344.93985625
4864.0,3,3.5,Suburbs,2026.0,Yes,3,Basic,104220345.070559
6751.0,5,4.0,Suburbs,2012.0,No,4,Luxury,145205524.33763865
,4,3.5,Waterfront,2000.0,Yes,2,Basic,78716343.84816392
6069.0,6,5.0,Downtown,1962.0,Yes,2,Basic,133952577.61124806
3953.0,5,5.0,Suburbs,2012.0,Yes,4,Standard,103335357.10489562
6238.0,3,2.5,Suburbs,1956.0,Yes,2,Basic,111234329.61508113
5893.0,5,5.0,Suburbs,2005.0,No,4,Basic,123972000.60236481
534.0,4,3.5,Uptown,2000.0,No,3,Basic,48665482.988160506
2886.0,6,5.0,Downtown,1974.0,Yes,1,Luxury,96752268.01698905
7894.0,4,3.5,Rural,1993.0,Yes,2,Standard,138361168.26338348
4993.0,6,5.0,Waterfront,1971.0,Yes,2,Standard,133803442.10834885
1691.0,1,1.0,Suburbs,2024.0,No,2,Standard,48994755.66325779
3701.0,4,4.0,Downtown,1974.0,Yes,2,Luxury,102962664.8030487
6794.0,6,5.0,Downtown,2013.0,Yes,2,Standard,159845717.96208498
2140.0,2,2.0,Uptown,1985.0,Yes,3,Standard,64254393.07796065
2449.0,2,1.0,Uptown,1968.0,Yes,2,Basic,57821378.44750605
6534.0,2,1.0,Suburbs,2004.0,Yes,3,Standard,116992672.2583097
3880.0,4,5.0,Rural,1982.0,Yes,2,Basic,83949769.93700819
4552.0,6,5.0,Suburbs,1964.0,Yes,2,Standard,104861153.28294012
3068.0,5,5.0,Uptown,1976.0,Yes,1,Basic,81034383.3653442
2000.0,4,4.0,Uptown,1960.0,No,3,Standard,66514647.00975329
1737.0,3,3.0,Rural,1957.0,Yes,2,Standard,50420214.94063966
6367.0,4,5.0,Uptown,1960.0,No,3,Standard,130460689.14062433
7602.0,5,4.0,Suburbs,2003.0,Yes,1,Basic,139928051.5649548
2527.0,4,5.0,Uptown,1970.0,No,2,Standard,77935604.1703744
6193.0,3,3.5,Rural,1958.0,No,3,Standard,109712554.26908371
6516.0,2,2.5,Downtown,2025.0,Yes,3,Standard,140614656.9129315
6969.0,1,1.0,Uptown,1955.0,Yes,2,Standard,117728797.16041632
5730.0,2,3.0,Rural,1963.0,No,2,Standard,97243729.40872446
1537.0,2,2.0,Uptown,1984.0,Yes,4,Luxury,63791816.81483026
2671.0,4,4.0,Downtown,1950.0,Yes,2,Standard,79250700.97683215
2103.0,4,4.5,Downtown,1995.0,No,1,Standard,73559256.63259748
7323.0,4,3.0,Downtown,1962.0,Yes,1,Standard,151055424.3232236
6012.0,2,2.0,Suburbs,1997.0,No,4,Basic,109935239.34671214
6896.0,3,3.0,Rural,1977.0,Yes,4,Standard,121287333.70781936
3291.0,2,3.0,Downtown,2022.0,Yes,3,Standard,91537037.12274048
2827.0,2,2.5,Suburbs,2026.0,Yes,3,Basic,71453652.56449623
4913.0,4,4.0,Downtown,2019.0,Yes,3,Basic,115390203.76920635
1410.0,1,1.5,Suburbs,2002.0,No,3,Standard,46678217.63858538
755.0,5,5.0,Waterfront,2022.0,Yes,3,Basic,75627422.52616346
811.0,3,2.0,Suburbs,2012.0,Yes,2,Basic,47146319.76373778
7821.0,1,1.5,Downtown,1973.0,Yes,4,,161487422.3908729
1388.0,3,3.0,Uptown,1971.0,Yes,1,Luxury,61190081.4649969
3728.0,6,5.0,Rural,1987.0,Yes,2,Standard,89445599.30806121
7580.0,6,5.0,Suburbs,2021.0,No,1,Standard,147638813.21184537
5353.0,2,2.5,Rural,1954.0,No,4,Basic,87611264.99971049
3781.0,4,5.0,Suburbs,2004.0,No,2,Basic,87929234.24428122
